"province","district","ward","id","code","name","address","email","latitude","longitude"
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2153,"2153","DNI-VinMart+-42VuHongPho","42 Khu phố 2 (trên thực tế là đường Vũ Hồng Phô), Phường Bình Đa, TP. Biên Hòa, Tỉnh Đồng Nai","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2169,"2169","DNI-VinMart+-58To35D","58 Tổ 35D, Khu phố 11, Phường Tấn Phong, TP Biên Hoà, Tỉnh Đồng Nai","",10.79641,106.6644
"Đà Nẵng","Quận Hải Châu","Phường Thanh Bình",2250,"2250","DNG-VinMart+-134BaThangHai","134, Ba Tháng Hai, Quận Hải Châu, ĐN","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2244,"2244","DNG-VinMart+-152TranCaoVan","152 Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Thành phố Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2253,"2253","DNG-VinMart+-154PhanThanh","154-156, Phan Thanh, P. Thạc Gián, Q. Thanh Khê, TP. Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2217,"2217","DNG-VinMart+-159ChauThiVinhTe","159 Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Tp.Đà Nẵng.","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2197,"2197","DNG-VinMart+-248DongDa","248 Đống Đa, Phường Thuận Phước, Quận Hải Châu, TP Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2265,"2265","DNG-VinMart+-278CTrungNuVuong","278C Trưng Nữ Vương, quận Hải Châu, TP. Đà Nẵng.  ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2199,"2199","DNG-VinMart+-324NguHanhSon","324 Ngũ Hành Sơn, Phường Bắc Mỹ An, Quận Ngũ Hành Sơn, TP Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2202,"2202","DNG-VinMart+-357OngIchKhiem","357 Ông Ích Khiêm, Phường Hải Châu, Quận Hải Châu, Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2212,"2212","DNG-VinMart+-36TranQuyHai","36 Trần Quý Hai, Phường Hoà Thọ Đông, Quận Cẩm Lệ, TP Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2259,"2259","DNG-VinMart+-408HoangDieu","408 Hoàng Diệu, P. Bình Thuận, Q. Hải Châu, TP Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2184,"2184","DNG-VinMart+-41HaiHo","41 Hải Hồ, Phường Thanh Bình, Quận Hải Châu, TP Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2207,"2207","DNG-VinMart+-445TrungNuVuong","445 Trưng Nữ Vương, Phường Hoà Thuận Tây, Quận Hải Châu, TP Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2262,"2262","DNG-VinMart+-47LyThuongKiet-DN","Số 47 Lý Thường Kiệt, P. Thạch Thang, Q.Hải Châu, TP.Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2174,"2174","DNG-VinMart+-53PhamCuLuong"," 53 Phạm Cự Lượng, TP Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2246,"2246","DNG-VinMart+-53PhanDangLuu","53 Phan Đăng Lưu, Phường Hòa Cường Nam. Quận Hải Châu. Tp. Đà Nẵng ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2252,"2252","DNG-VinMart+-55KhucHao","Thửa đất số E2-4 và E2-5, Khúc Hạo, P. Mân Thái, Quận Sơn Trà, TP. Đà Nẵng","",10.79641,106.6644
"Hưng Yên","Huyện Yên Mỹ","Xã Giai Phạm",1395,"1395","Bưu Cục Văn Lâm-Hưng Yên","1","",20.9379304,106.0242185
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1108,"HaGiang","Hà Giang","Hà Giang","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1138,"HaNam","Hà Nam","Hà Nam","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1123,"HaTinh","Hà Tĩnh","Hà Tĩnh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1106,"HaiDuong","Hải Dương","Hải Dương","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1169,"HauGiang","Hậu Giang","Hậu Giang","",0,0
"Hồ Chí Minh","Quận 10","Phường 15",1304,"1304","Bưu Cục 128 Đồng Nai-Q.10-HCM","128 Đồng Nai, phường 15, Quận 10, Thành phố HCM","",10.781703,106.661044
"Hồ Chí Minh","Quận 11","Phường 2",1336,"1336","Bưu Cục 252 Minh Phụng-Q.11-HCM","Số 252 Minh Phụng, Phường 2, Quận 11, HCM","",1.0796410000000001e-9,10.755574
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1365,"1365","HCM Bưu cục 291 Hồng Bàng - Hồ Chí Minh","","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1340,"1340","HCM Bưu cục 333 Nguyễn Thị Thập - Hồ Chí Minh","Số 333 Nguyễn Thị Thập, Phường Tân Phong, Q7","",1.0796410000000001e-9,1.066644e-8
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1400,"1400","HCM Bưu cục 353A Nguyễn Thái Bình - Hồ Chí Minh","Số 353A Nguyễn Thái Bình, Phường 12, Quận Tân Bình","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1335,"THONG_NHAT","HCM Bưu cục 393 Vườn Lài - Hồ Chí Minh","","",0,0
"Hồ Chí Minh","Quận Tân Bình","Phường 10",1322,"1322","HCM Bưu cục 400 Âu Cơ - Hồ Chí Minh","400 Âu Cơ, phường 10, quận Tân Bình, TP HCM","",1.079641,1.066644
"Hồ Chí Minh","Quận 2","Phường An Lợi Đông",1389,"1389","HCM Bưu cục 608 Lê Quang Định - Hồ Chí Minh","Số 608-610 Lê Quang Định, Phường 1, Quận Gò Vấp","",0.0001079641,0.001066644
"Hồ Chí Minh","Quận Gò Vấp","Phường 7",1364,"1364","Bưu Cục 612 Phan Văn Trị-Q.Gò Vấp-HCM","Số 612 Phan Văn Trị, Phường 7, Quận Gò Vấp","",10.830607,106.678623
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1391,"1391","HCM Bưu cục 617 Xô Việt Nghệ Tĩnh - Hồ Chí Minh","617 Xô Viết Nghệ Tĩnh, p26, Bình Thạnh","",1.0796410000000001e-9,1.066644e-8
"Hồ Chí Minh","Quận Thủ Đức","Phường Linh Tây",1370,"1370","Bưu Cục 4 Đường 1 Linh Tây-Q.Thủ Đức-HCM","62 Tô Ngọc Vân, p Linh Tây, Thủ Đức","hoannm@ghn.vn",10.852573,106.753174
"Hồ Chí Minh","Quận Bình Tân","Phường Bình Trị Đông A",1362,"1362","Bưu Cục 684 Tỉnh Lộ 10-Q.Bình Tân-HCM","684 Tỉnh Lộ 10, phường Bình Trị Đông A, Quận Bình Tân, Thành phố HCM","",10.755648,106.613026
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1329,"1329","HCM Bưu cục 69 Hoàng Văn Thụ - Hồ Chí Minh","Số 69 Hoàng Văn Thụ, Phường 15, Quận Phú Nhuận","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1384,"1384","HCM Bưu cục 77A Bình Thới - Hồ Chí Minh","77A Bình Thới, Phường 11, Quận 11, Tp.HCM","",1.0796410000000001e-9,1.066644e-8
"Hồ Chí Minh","Quận 6","Phường 13",1338,"1338","Bưu Cục 90 Bà Hom-Q.6-HCM","Số 90 Bà Hom, Phường 13, Quận 6, HCM","tienpc1@ghn.vn",10.7550707,106.6292905
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1440,"1440","HCM Bưu cục 925 Luỹ Bán Bích - Hồ Chí Minh","925 Luỹ Bán Bích, p. Tân Thành, Q. Tân Phú, HCM","",1.0796410000000001e-9,1.066644e-8
"Hồ Chí Minh","Quận 12","Phường Trung Mỹ Tây",1341,"1341","Bưu Cục 90/6B Nguyễn Ảnh Thủ-Q.12-HCM","946B Nguyễn Ánh Thủ Khu Phố 1 Phường Trung Mỹ Tây Quận 12 Thành Phố Hồ Chí Minh","",10.865923,106.614569
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1468,"1468","HCM_Pudo","70 Lữ Gia, Phường 15, Quận 11, TP. HCM","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1295,"1295","HCM-ADR Bình Thạnh","1","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1293,"1293","HCM-ADR Quận 1","1","",1.079641e-29,1.066644e-28
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1292,"1292","HCM-ADR Tân Bình","1","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1294,"1294","HCM-ADR Thủ Đức","1","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1300,"1300","HCM-Ahabike","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1472,"1472","HCM-CircleK-180NguyenHongDao","180 Nguyễn Hồng Đào phường 14 Quận Tân Bình thành phố Hồ Chí Minh.","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1471,"1471","HCM-CircleK-555SuVanHanh","555 Sư Vạn Hạnh phường 13 Quận 10 thành phố Hồ Chí Minh.","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1474,"1474","HCM-CircleK-704SuVanHanh","704 Sư Vạn Hạnh, Phường 13, Quận 10 HCM","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1475,"1475","HCM-CircleK-75ThanhThai","75 Thành Thái, Quận 10, Ho Chi Minh","",0.0001079641,0.001066644
"Hồ Chí Minh","Quận Gò Vấp","Phường 13",1268,"1268","HCM-Gò Vấp","612 Phan văn Trị, phường 7, quận Gò Vấp, thành phố Hồ Chí Minh","",10.75,106.76
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1476,"1476","HCM-LuanChuyen-B2BDaLat","","",1.0796410000000001e-9,1.066644e-8
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1478,"1478","HCM-LuanChuyen-353ANguyenThaiBinh","353a Nguyễn Thái Bình, Phường 12, Quận Tân bình","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1477,"1477","HCM-LuanChuyen-400AuCo","400 Âu Cơ, phường 10, quận Tân Bình, TP HCM","",0.0001079641,0.001066644
"Hồ Chí Minh","Quận 1","Phường Tân Định",1289,"Quan1HCM","HCM-Quận 1","9/7 Lý Văn Phức, phường Tân Định, quận 1, thành phố Hồ Chí Minh","",10.769403,106.663881
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1220,"Quan10Hub","HCM-Quận 10","01 Bắc Hải, phường 15, quận 10, thành phố Hồ Chí Minh","",10.7868003,106.6624033
"Hồ Chí Minh","Quận 11","Phường 11",1233,"Quan11Hub","HCM-Quận 11","252 Minh Phụng, phường 2, quận 11, thành phố Hồ Chí Minh","",10.769403,106.663881
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1320,"Tạo mới Test","Tạo mới Test","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1051,"Quan4","HCM-Quận 4","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1318,"StationTestCode","StationTestName","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1291,"Quan6HCM","HCM-Quận 6","","",0.000107428663,0.001066394243
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1269,"Quan7HCM","HCM-Quận 7","313 Nguyễn Thị Thập, phường Tân Hưng, quận 7, thành phố Hồ Chí Minh","",10.7493573,106.7014473
"Hồ Chí Minh","Quận 3","Phường 12",1332,"1332","CircleK","HCM","",10.938278,106.9382987
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1524,"1524","HCM-SHOP&GO-137NguyenTrai","137 Nguyễn Trãi, Phường 2, Quận 5, thành phố Hồ Chí Minh.	","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1579,"1579","HCM-SHOP&GO-291HoangDieu","291 Hoàng Diệu, Phường 6, Quận 4","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1346,"1346","HCM-Station-194BTranQuangKhai","1","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1363,"1363","HCM-Station-393XoVietNgheTinh","1","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1372,"1372","HCM-Station-64BinhGia","1","",10.79641,106.6644
"Hồ Chí Minh","Quận 11","Phường 15",1396,"1396","HCM-Station-DL889LacLongQuan","Lạc Long Quân, Phường 10, District 11, Hô Chi Minh","",10.7633375,106.6400115
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1046,"TanBinhHub","HCM-Tân Bình","400 Âu Cơ, phường 14, quận Tân Bình, thành phố Hồ Chí Minh","",10.7955895,106.6361064
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1270,"TanPhuHCM","HCM-Tân Phú","393 Vườn Lài, phường Phú Thọ Hoà, quận Tân Phú, thành phố Hồ Chí Minh","",10.7879393,106.6225143
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1314,"1314","HCM-Tiki","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2074,"2074","HCM-VinMart+-102UngVanKhiem","102 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1972,"1972","HCM-VinMart+-110NgoTatTo","110 Ngô Tất Tố - Bình Thạnh - HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2082,"2082","HCM-VinMart+-156LeLai","156, LÊ LAI , PHƯỜNG BẾN THÀNH, QUẬN 1","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2083,"2083","HCM-VinMart+-158BuiVanBa","158 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, TP. Hồ Chí Minh","",10.79641,106.6644
"Hồ Chí Minh","Quận Tân Phú","Phường Tân Quý",2068,"2068","HCM-VinMart+-171GoDau","171 Gò Dầu, Phường Tân Quý, Quận Tân Phú, TP. Hồ Chí Minh","",10.7958,106.618989
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2069,"2069","HCM-VinMart+-172DinhTienHoang","172 Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2077,"2077","HCM-VinMart+-316NgThiDinh","316, Nguyễn Thị Định , Phường Thạnh Mỹ Lợi, Quận 2","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2080,"2080","HCM-VinMart+-33BuiQuangLa","33, Bùi Quang Là, Phường 12, Quận Gò Vấp","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2076,"2076","HCM-VinMart+-39TueTinh","39, Tuệ Tĩnh, Phường 13, Quận 11","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2071,"2071","HCM-VinMart+-60LeVanChi","60 LÊ VĂN CHÍ, PHƯỜNG LINH TRUNG, QUẬN THỦ ĐỨC","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2067,"2067","HCM-VinMart+-ChungCuRubyTanPhu","S-07, Lô A Khu chung cư RUBY Đường Bờ Bao, phường Sơn Kỳ, quận Tân Phú","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2072,"2072","HCM-VinMart+-LuongDinhCua","0.1 Lô A, Đường Lương Định Của Ấp 2 , Phường An Phú, Quận 2","",10.79641,106.6644
"","","",1352,"1352","Bưu Cục 114 Yên Lãng-Q.Đống Đa-HN","114 Yên Lãng, Đống Đa, Hà Nội (Số 60 Yên Lãng)","",21.009319,105.814662
"","","",1376,"1376","Bưu Cục 211 Lạc Long Quân-Q.Tây hồ-HN","347 Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","",21.0537886,105.8088261
"","","",1356,"1356","Bưu Cục 221 Kim Ngưu-Q.Hai Bà Trưng-HN","221 Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","",21.005061,105.861352
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1466,"HN-Station-22ADaiLa","HN Bưu cục 22A Đại La - Hà Nội","","",0.0001079641,0.001066644
"Hà Nội","Quận Bắc Từ Liêm","Phường Cổ Nhuế 1",1467,"1467","Bưu Cục 325 Trần Cung-Q.Bắc Từ Liêm-HN","325 Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","",21.0571946,105.783964
"","","",1355,"1355","Bưu Cục 482 Đội Cấn-Q.Ba Đình-HN","số 482 đội Cấn , Phường Cống Vị ,Quận Ba Đình , Hà Nội","",21.037791,105.809123
"","","",1375,"1375","Bưu Cục 551 Quang Trung-Q.Hà Đông-HN","551 Quang Trung, Phường Phú La, Hà Đông, Hà Nội","",20.962387,105.7653175
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1357,"HN-Station-590 Trương Định","HN Bưu cục 590 Trương Định - Hà Nội","","",1.079641e-14,1.0666440000000001e-13
"","","",1483,"1483","Bưu Cục 644 Nguyễn Văn Cừ-Q.Long Biên-HN","644 Nguyễn Văn Cừ , NGọc Thụy , Long Biên , Hà Nội (Phường Gia Thụy)","",21.0520474,105.8858772
"Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1",1379,"1379","Bưu Cục 97 Thiên Hiền-Q.Nam Từ Liêm-HN","Số 97 Thiên hiền , Phường Mỹ Đình 1, QUận Nam Từ Liêm , Hà Nội","",21.022942,105.775854
"","","",1354,"1354","Bưu Cục 88 Nguyễn Khánh Toàn-Q.Cầu Giấy-HN","Số 88 Nguyễn Khánh Toàn , Phường Quan Hoa , Quận Cầu Giấy , Hà Nội","yenph@ghn.vn",21.0369967,105.8021471
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1301,"1301","HN-Ahabike","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1312,"1312","HN-Quận Ba Đình","482 Đội Cấn, phường Cống Vị, quận Ba Đình, thành phố Hà Nội","",1.079641e-14,1.0666440000000001e-13
"Hồ Chí Minh","Quận 10","Phường 14",1288,"1288","HN-Quận Cầu Giấy","88 Nguyễn Khánh Toàn, quận Cầu Giấy, thành phố Hà Nội","",21.0363163,105.8006273
"","","",1306,"1306","HN-Quận Đống Đa","114 Yên Lãng, quận Đống Đa, thành phố Hà Nội","",21.012023,105.817218
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1059,"HaiBaTrung","HN-Quận Hai Bà Trưng","221 Kim Ngưu, phường Thanh Lương, quận Hai Bà Trưng, thành phố Hà Nội","",21.003357,105.865832
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1315,"HN-Tiki","HN-Tiki","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1209,"HoaBinh","Hoà Bình","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1262,"ThanhTri","Huyện Thanh Trì","thanh trì","",20.99494,105.89069
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1214,"HungYen","Hưng Yên","Hưng yên","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1171,"KienGiang","Kiên Giang","Kiên Giang","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1183,"KonTum","Kon Tum","Kon Tum","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1415,"HUI-Station-10BenNghe","KV2 Bưu cục 10 Bên Nghé - Huế","Số 10 Bến Nghé ","",1.079641e-19,1.066644e-18
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1465,"1465","KV2 Bưu cục 106 Hùng Vương - Đông Hà","","",1.079641e-14,1.0666440000000001e-13
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1388,"1388","KV2 Bưu cục 40 Điện Biên Phủ - Đà Nẵng","40 Điện Biên Phủ, Thanh Khê, Đà Nẵng","",1.0796410000000001e-9,1.066644e-8
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1525,"KV3-BGI-Station-113QuangTrung","KV3 Bưu cục 113 Quang Trung - Bắc Giang","100 Giáp Hải, Dĩnh Kế, Bắc Giang","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1487,"KV3-Station-120HoangLien","KV3 Bưu cục 120 Hoàng Liên - Lào Cai","SN 102 Hoàng Liên, Phường Cốc Lêu, TP Lào Cai, Tỉnh Lào Cai","",1.079641e-19,1.066644e-18
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1522,"1522","KV3 Bưu cục 284 Tống Duy Tân - Thanh Hoá","Đại Lộ Đại Lộ CSEDP, Phố 1, Phường Quảng Hưng, TP Thanh Hoá","",1.079648,1.066644
"Hải Phòng","Quận Lê Chân","Phường Trần Nguyên Hãn",1521,"1521","Bưu Cục 55 Trần Nguyên Hãn-Q.Lê Chân-Hải Phòng","55 trần nguyên hãn, Quận Lê Chân, Hải Phòng","",20.8507045,106.6710208
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1189,"KhanhHoa","Khánh Hoà","Khánh Hoà","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2089,"KHA-VinMart+-05BachDang","KHA-VinMart+-05BachDang","05 Bạch Đằng, Phường Phước Tiến, TP. Nha Trang, Tỉnh Khánh Hòa.","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2095,"KHA-VinMart+-174DienBienPhu","KHA-VinMart+-174DienBienPhu"," 174 Điện Biên Phủ, Phường Vĩnh Hòa, TP Nha Trang","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2092,"KHA-VinMart+-28TranQuyCap","KHA-VinMart+-28TranQuyCap","28 Trần Qúy Cáp, Phường vạn Thắng, TP. Nha Trang, Tỉnh Khánh Hòa","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2099,"KHA-VinMart+-513Duong2/4","KHA-VinMart+-513Duong2/4","513 Đường 2/4, Phường Vĩnh Phước, TP Nha Trang, Tỉnh Khánh Hoà","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2097,"KHA-VinMart+-66MaiXuanThuong","KHA-VinMart+-66MaiXuanThuong","66 Mai Xuân Thưởng, Phường Vĩnh Hòa, TP Nha Trang, Tỉnh Khánh Hòa","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2100,"KHA-VinMart+-80NguyenDinhChieu","KHA-VinMart+-80NguyenDinhChieu","80 Nguyễn Đình Chiểu, Phường Vĩnh Phước, TP Nha Trang, Tỉnh Khánh Hoà","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2098,"KHA-VinMart+-8BCuChi","KHA-VinMart+-8BCuChi","8B Củ Chi, Phường Vĩnh Hải, TP Nha Trang, Tỉnh Khánh Hòa","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2088,"KHA-VinMart+-8BDaTuong","KHA-VinMart+-8BDaTuong","8B Dã Tượng, Phường Phước Long,  TP. Nha Trang ( Mở rộng diện tích kinh doanh )","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2085,"KHA-VinMart+-HaiBaTrung","KHA-VinMart+-HaiBaTrung","3 Hai Bà Trưng, Phường Xương Huân - TP.Nha Trang - Khánh Hòa","",10.79641,106.6644
"Hải Phòng","Huyện An Dương","Xã An Đồng",1403,"1403","Bưu Cục An Dương-Hải Phòng","Đường Máng Nước, Xã An Đồng, Huyện An Dương, Thành phố Hải Phòng","",20.861416,106.637908
